id,title,link,description,pubDate,source_id,category,country,language
3335,Cục Thuế TP HCM cảnh báo về app giả mạo nhằm chiếm đoạt tài sản người nộp thuế,https://kenh14.vn/cuc-thue-tp-hcm-canh-bao-ve-app-gia-mao-nham-chiem-doat-tai-san-nguoi-nop-thue-20230408212623463.chn,"Theo Cục Thuế TP HCM, người nộp thuế không nên tải hoặc cài đặt ứng dụng (app) dành cho thiết bị thông minh qua các đường dẫn (url) hoặc hướng dẫn không chính thống.",2023-04-08 14:26:00,kenh14,top,Vietnam,Vietnamese
3336,"Hải Yến lập cú đúp chớp nhoáng, nữ Việt Nam thắng dễ Nepal, thẳng tiến vào vòng loại 2 Olympic Paris 2024",https://thethaovanhoa.vn/hai-yen-lap-cu-dup-chop-nhoang-nu-viet-nam-thang-de-nepal-thang-tien-vao-vong-loai-2-olympic-paris-2024-20230407191953093.htm,Trực tiếp nữ Việt Nam vs Nepal diễn ra vào lúc 19h15 ngày 8/4. Xem bóng đá trực tuyến trận nữ Việt Nam vs Nepal thuộc vòng loại 1 Olympic 2024,2023-04-08 14:25:00,thethaovanhoa,top,Vietnam,Vietnamese
3337,"Dàn sao hội ngộ tại Chung kết Miss International Queen Vietnam 2023: ""Thiên thần chuyển giới Thái Lan"" đọ dáng cùng các người đẹp Vbiz",https://kenh14.vn/dan-sao-hoi-ngo-tai-chung-ket-miss-international-queen-vietnam-2023-thien-than-chuyen-gioi-thai-lan-do-dang-cung-cac-nguoi-dep-vbiz-20230408211949586.chn,"Chung kết Miss International Queen Vietnam có sự xuất hiện của nhiều người đẹp, nghệ sĩ Vbiz.",2023-04-08 14:24:00,kenh14,top,Vietnam,Vietnamese
3338,"Bé quấy khóc được ông nội dỗ nín trong vài giây, mẹ ""tái mặt"" khi chứng kiến",https://kenh14.vn/be-quay-khoc-duoc-ong-noi-do-nin-trong-vai-giay-me-tai-mat-khi-chung-kien-20230408204008393.chn,Sự khác biệt giữa 2 thế hệ trong việc nuôi dạy con cái khiến người mẹ này rơi vào một tình huống khó xử.,2023-04-08 14:23:00,kenh14,top,Vietnam,Vietnamese
3339,"Drama Chung kết Hoa hậu Chuyển giới: Fan có vé bức xúc xếp hàng 3 tiếng, lặn lội từ tỉnh lên nhưng BTC báo hết chỗ",https://kenh14.vn/drama-chung-ket-hoa-hau-chuyen-gioi-fan-co-ve-buc-xuc-xep-hang-3-tieng-lan-loi-tu-tinh-len-nhung-btc-bao-het-cho-2023040821210602.chn,Khâu tổ chức Chung kết Hoa hậu Chuyển giới Việt Nam đang gây tranh cãi dữ dội trên các diễn đàn MXH.,2023-04-08 14:22:27,kenh14,top,Vietnam,Vietnamese
3340,Đài Loan phát hiện Trung Quốc điều 71 máy bay và 9 tàu chiến áp sát,https://tuoitre.vn/dai-loan-phat-hien-trung-quoc-dieu-71-may-bay-va-9-tau-chien-ap-sat-20230408205226893.htm,Cơ quan phòng vệ Đài Loan cho biết đã phát hiện 71 máy bay quân sự và 9 tàu chiến Trung Quốc xung quanh đảo Đài Loan hôm nay.,2023-04-08 14:21:49,tuoitre,top,Vietnam,Vietnamese
3341,Bình Dương: Nữ nhân viên bán cà phê tử vong khi rơi từ tầng 3 xuống đất,https://kenh14.vn/binh-duong-nu-nhan-vien-ban-ca-phe-tu-vong-khi-roi-tu-tang-3-xuong-dat-20230408212150056.chn,"Hôm nay (8/4), lãnh đạo UBND phường An Phú, thành phố Thuận An, tỉnh Bình Dương cho biết, công an phường đã hoàn tất hồ sơ chuyển Công an thành phố điều tra vụ một người phụ nữ rơi từ tầng 3 xuống đất tử vong.",2023-04-08 14:21:00,kenh14,top,Vietnam,Vietnamese
3342,"Cổ phiếu hệ sinh thái Apec Group bất ngờ thăng hoa: Soi tiềm lực của API, APS, IDJ",https://www.stockbiz.vn/News/2023/4/8/1347689/co-phieu-he-sinh-thai-apec-group-bat-ngo-thang-hoa-soi-tiem-luc-cua-api-aps-idj.aspx,"Các cổ đông trong hệ sinh thái Apec Group một tuần qua được sống trong cảm giác vui mừng tột đỉnh. Bởi chỉ trong vài ngày giao dịch (so với phiên cuối tuần trước 31/3) thị giá cổ phiếu API, APS và IDJ - đều thuộc hệ sinh thái của Apec Group đều cùng nhau thăng hoa, tăng một mạch từ 34% đến gần 50%.",2023-04-08 14:14:07,stockbiz,top,Vietnam,Vietnamese
3343,"Đi ngược cam kết, Lazada để thương nhân bán hàng giả tràn lan không kiểm soát",https://www.stockbiz.vn/News/2023/4/8/1347327/di-nguoc-cam-ket-lazada-de-thuong-nhan-ban-hang-gia-tran-lan-khong-kiem-soat.aspx,"Chỉ với vài thao tác, người mua có thể đặt được một chiếc áo mang thương hiệu xa xỉ, nhưng giá chỉ vài chục ngàn đồng. Việc bán hàng giả dường như đang được hoạt động một cách công khai trên trang thương mại điện tử Lazada.",2023-04-08 14:14:07,stockbiz,top,Vietnam,Vietnamese
3344,"Các 'ông lớn' thương mại lương thực thế giới rút lui, ngũ cốc Nga như 'hổ mọc thêm cánh'",https://www.stockbiz.vn/News/2023/4/8/1347651/cac-ong-lon-thuong-mai-luong-thuc-the-gioi-rut-lui-ngu-coc-nga-nhu-ho-moc-them-canh.aspx,Tầm ảnh hưởng của Nga đối với nguồn cung lương thực toàn cầu ngày càng gia tăng sau khi hai trong số các công ty thương mại quốc tế lớn nhất thế giới cho biết sẽ ngừng mua ngũ cốc để xuất khẩu từ nước này.,2023-04-08 14:14:07,stockbiz,top,Vietnam,Vietnamese
3345,Kiên Giang: Tổng sản lượng khai thác và nuôi trồng thủy sản giảm hơn 11%,https://www.stockbiz.vn/News/2023/4/8/1347334/kien-giang-tong-san-luong-khai-thac-va-nuoi-trong-thuy-san-giam-hon-11.aspx,"Theo Sở Nông nghiệp và Phát triển nông thôn tỉnh Kiên Giang, tổng sản lượng thủy sản khai thác và nuôi trồng thu hoạch trong quý I/2023 ước đạt hơn 150.000 tấn, bằng 17,86% kế hoạch, giảm 11,44% so với cùng kỳ năm 2022.",2023-04-08 14:14:07,stockbiz,top,Vietnam,Vietnamese
3346,POW: Thủy điện Đakđrinh đảm bảo điều tiết trong mùa cạn,https://www.stockbiz.vn/News/2023/4/8/1347644/pow-thuy-dien-dakdrinh-dam-bao-dieu-tiet-trong-mua-can.aspx,"Vào mùa khô hạn, lượng mưa giảm khiến nhiều nơi trên địa bàn tỉnh Quảng Ngãi rơi vào tình trạng thiếu nước. Để đảm bảo việc sản xuất và sinh hoạt của người dân, thủy điện Đakđrinh luôn đảm bảo thực hiện quy trình vận hành liên hồ chứa, góp phần phục vụ sản xuất cho vùng hạ du và chấp nhận chịu thiệt hại về lợi ích sản xuất điện.",2023-04-08 14:14:07,stockbiz,top,Vietnam,Vietnamese
3347,Vĩnh Long: Dự trù 300ha đất để phát triển nhà ở tại các đô thị trung tâm,https://www.stockbiz.vn/News/2023/4/8/1347323/vinh-long-du-tru-300ha-dat-de-phat-trien-nha-o-tai-cac-do-thi-trung-tam.aspx,"UBND tỉnh Vĩnh Long vừa ban hành Quyết định số 3052/QĐ-UBND về việc phê duyệt Chương trình phát triển nhà ở tỉnh Vĩnh Long đến năm 2025 và tầm nhìn đến năm 2035. Theo Quyết định này, đến năm 2025, tỉnh Vĩnh Long đầu tư xây dựng 42.833 căn nhà các loại, với tổng nguồn vốn hơn 34.454 tỷ đồng để phát triển nhà ở. Đồng thời trong giai đoạn này, Vĩnh Long cũng dự trù dành 300ha đất tại các đô thị trung tâm để phát triển nhà ở.",2023-04-08 14:14:07,stockbiz,top,Vietnam,Vietnamese
3348,"""Người nhện"" Pickford trổ tài, Everton vẫn thua trắng Man United",https://nld.com.vn/the-thao/nguoi-nhen-pickford-tro-tai-everton-van-thua-trang-man-united-2023040820593788.htm,"(NLĐO) – Chỉ tận dụng được 2 trong số hàng chục cơ hội tấn công suốt trận đấu, Man United dù thất vọng với khâu ghi bàn nhưng không quá tiếc nuối vì vẫn giành trọn 3 điểm trên sân nhà trước Everton.",2023-04-08 14:14:06,nld,top,Vietnam,Vietnamese
3349,"Lênh đênh trên thuyền cùng xác chồng, vợ chiến đấu với kền kền ở Brazil",https://nld.com.vn/thoi-su-quoc-te/lenh-denh-tren-thuyen-cung-xac-chong-vo-chien-dau-voi-ken-ken-o-brazil-20230408183716066.htm,(NLĐO) - Bà Maria das Graças Mota Bernardo phải chiến đấu với đàn kền kền khi chúng nhắm vào thi thể người chồng trên thuyền.,2023-04-08 14:14:06,nld,top,Vietnam,Vietnamese
3350,Bình Dương: Nữ nhân viên bán cà phê rơi từ tầng 3 tử vong,https://nld.com.vn/thoi-su/binh-duong-nu-nhan-vien-ban-ca-phe-roi-tu-tang-3-tu-vong-20230408201724904.htm,"(NLĐO) - Theo lãnh đạo chính quyền địa phương, một nữ nhân viên bán cà phê leo từ tầng 3 xuống đất để gặp bạn trai thì bị té ngã",2023-04-08 14:14:06,nld,top,Vietnam,Vietnamese
3351,Điều tra nguyên nhân vụ cháy rừng thông trên đèo Prenn,https://nld.com.vn/thoi-su/dieu-tra-nguyen-nhan-vu-chay-rung-thong-tren-deo-prenn-20230408192409994.htm,"(NLĐO) - Vụ cháy rừng thông trên đèo Prenn (phường 3, TP Đà Lạt, tỉnh Lâm Đồng) tuy xảy ra trên diện tích lớn nhưng ít gây thiệt hại về cây rừng.",2023-04-08 14:14:06,nld,top,Vietnam,Vietnamese
3352,"Công an TP HCM bắt khẩn cấp người phụ nữ trộm két sắt trị giá 3,5 tỉ đồng",https://nld.com.vn/phap-luat/cong-an-tp-hcm-bat-khan-cap-nguoi-phu-nu-trom-ket-sat-tri-gia-35-ti-dong-20230408185050768.htm,"(NLĐO) - Khi ông chủ đi công tác xa, 1 phụ nữ đã trộm két sắt có nhiều tài sản trị giá 3,5 tỉ đồng nhưng bị Công an TP HCM bắt ngay sau đó.",2023-04-08 14:14:06,nld,top,Vietnam,Vietnamese
3353,Cục Thuế TP HCM cảnh báo về app giả mạo nhằm chiếm đoạt tài sản người nộp thế,https://nld.com.vn/kinh-te/cuc-thue-tp-hcm-canh-bao-ve-app-gia-mao-nham-chiem-doat-tai-san-nguoi-nop-the-20230408194804663.htm,"(NLĐO)- Theo Cục Thuế TP HCM, người nộp thuế không nên tải hoặc cài đặt ứng dụng (app) dành cho thiết bị thông minh qua các đường dẫn (url) hoặc hướng dẫn không chính thống.",2023-04-08 14:14:06,nld,top,Vietnam,Vietnamese
3354,"Tắm hồ Trị An, 2 người mất tích",https://nld.com.vn/thoi-su/tam-ho-tri-an-2-nguoi-mat-tich-20230408205222015.htm,(NLĐO) - Thi thể một người mất tích trong lúc tắm ở hồ Trị An đã được tìm thấy. Lực lượng chức năng vẫn đang tìm kiếm người mất tích còn lại.,2023-04-08 14:14:06,nld,top,Vietnam,Vietnamese
3355,Giải Hạng nhất 2023: CLB Long An thua ngược trên sân Tự Do,https://nld.com.vn/the-thao/giai-hang-nhat-2023-clb-long-an-thua-nguoc-tren-san-tu-do-20230408192028474.htm,(NLĐO) - Có lợi thế dẫn bàn nhưng CLB Long An vẫn trắng tay trên sân Tự Do sau khi bị chủ nhà Huế đánh bại với tỉ số 1-2 ở vòng 2 Giải Hạng nhất quốc gia 2023 chiều 8-4.,2023-04-08 14:14:06,nld,top,Vietnam,Vietnamese
3356,5 người Trung Quốc từ Campuchia nhập cảnh trái phép vào Việt Nam,https://nld.com.vn/an-ninh-trat-tu/5-nguoi-trung-quoc-tu-campuchia-nhap-canh-trai-phep-vao-viet-nam-20230408184551786.htm,"(NLĐO)- 5 người mang tịch Trung Quốc nhập cảnh trái phép vào Việt Nam từ Campuchia để tìm đường về nước, khi đến TP Móng Cái (Quảng Ninh) đã bị lực lượng chức năng kiểm tra, phát hiện",2023-04-08 14:14:06,nld,top,Vietnam,Vietnamese
3357,Hải Yến lập cú đúp giúp tuyển nữ Việt Nam đi tiếp,https://tuoitre.vn/hai-yen-lap-cu-dup-giup-tuyen-nu-viet-nam-di-tiep-20230408205028009.htm,Hải Yến ghi hai bàn giúp tuyển nữ Việt Nam thắng tuyển nữ Nepal 2-0.,2023-04-08 14:13:11,tuoitre,top,Vietnam,Vietnamese
3358,"Võ Hà Linh chính thức xin lỗi về phát ngôn ""xanh 18 cành, nâu 11 cành"" trong phiên livestream ồn ào nhất từ trước đến nay",https://kenh14.vn/vo-ha-linh-chinh-thuc-xin-loi-ve-phat-ngon-xanh-18-canh-nau-11-canh-trong-phien-livestream-on-ao-nhat-tu-truoc-den-nay-2023040821131235.chn,"Tối 8/4, Võ Hà Linh đã đăng tải clip lên tiếng về ồn ào xoay quanh phiên livestream bán dầu gội.",2023-04-08 14:13:00,kenh14,top,Vietnam,Vietnamese
3359,"Người nhện Pickford trổ tài, Everton vẫn thua trắng Man United",https://kenh14.vn/nguoi-nhen-pickford-tro-tai-everton-van-thua-trang-man-united-20230408211147108.chn,"Chỉ tận dụng được 2 trong số hàng chục cơ hội tấn công suốt trận đấu, Man United dù thất vọng với khâu ghi bàn nhưng không quá tiếc nuối vì vẫn giành trọn 3 điểm trên sân nhà trước Everton.",2023-04-08 14:11:28,kenh14,top,Vietnam,Vietnamese
3360,Thủ tướng: Đừng để người dân có tiền không mua được thuốc,https://vnexpress.net/thu-tuong-dung-de-nguoi-dan-co-tien-khong-mua-duoc-thuoc-4591156.html,"Bệnh viện Đa khoa Điện Biên cần đáp ứng đầy đủ thuốc, sinh phẩm, vật tư y tế, tránh tình trạng người dân cần mà không có, có tiền không mua được thuốc, Thủ tướng chỉ đạo.",2023-04-08 14:08:57,vnexpress,top,Vietnam,Vietnamese
3361,Quảng Ngãi: Hai học sinh tử vong do đuối nước,https://kenh14.vn/quang-ngai-hai-hoc-sinh-tu-vong-do-duoi-nuoc-20230408210456976.chn,"Một vụ đuối nước xảy ra sáng nay (8/4) tại xã Sơn Kỳ, huyện Sơn Hà, tỉnh Quảng Ngãi khiến 2 học sinh lớp 1 tử vong.",2023-04-08 14:04:00,kenh14,top,Vietnam,Vietnamese
3362,Hội H.O. Cứu Trợ Thương Phế Binh & Quả Phụ VNCH ngày 2 Tháng Tư,https://www.nguoi-viet.com/cuu-chien-binh/hoi-h-o-cuu-tro-thuong-phe-binh-qua-phu-vnch-ngay-2-thang-tu/?utm_source=rss&utm_medium=rss&utm_campaign=hoi-h-o-cuu-tro-thuong-phe-binh-qua-phu-vnch-ngay-2-thang-tu,"Danh sách mạnh thường quân và thương phế binh Việt Nam Cộng Hòa đã được giúp đỡ hằng tuần đến ngày 2 Tháng Tư, 2023. The post Hội H.O. Cứu Trợ Thương Phế Binh & Quả Phụ VNCH ngày 2 Tháng Tư appeared first on Nguoi Viet Online.",2023-04-08 14:02:54,nguoiviet,top,Vietnam,Vietnamese
3363,Linh cẩu một mình chống lại bầy chó rừng,https://vnexpress.net/linh-cau-mot-minh-chong-lai-bay-cho-rung-4590499.html,"Trên sa mạc Namib khắc nghiệt, linh cẩu mẹ vừa phải kiên nhẫn săn mồi vừa phải chống lại đàn chó rừng để giữ lại miếng ăn cho đàn con.",2023-04-08 14:00:00,vnexpress,top,Vietnam,Vietnamese
3364,Hạnh phúc đến muộn vì chờ anh,https://vnexpress.net/hanh-phuc-den-muon-vi-cho-anh-4591116.html,"Em, cô gái tin vào duyên số, tin rằng có những hạnh phúc đến muộn.",2023-04-08 14:00:00,vnexpress,top,Vietnam,Vietnamese
3365,Ba mẹ chịu khó nhưng nhà vẫn nghèo,https://vnexpress.net/ba-me-chiu-kho-nhung-nha-van-ngheo-4591045.html,"Con là nữ, đang học lớp 11, dưới có hai em trai học lớp tám và lớp năm; công việc của ba mẹ lúc có lúc không, bấp bênh.",2023-04-08 14:00:00,vnexpress,top,Vietnam,Vietnamese
3366,Trường Nguyệt Tẫn Minh: Bạch Lộc lả lơi nhưng La Vân Hi quá phũ,https://kenh14.vn/truong-nguyet-tan-minh-bach-loc-la-loi-nhung-la-van-hi-qua-phu-2023040818040288.chn,Một phân cảnh thú vị trong phim Trường Nguyệt Tẫn Minh của Bạch Lộc và La Vân Hi.,2023-04-08 14:00:00,kenh14,top,Vietnam,Vietnamese
3367,Một gia đình 4 người đều được chẩn đoán mắc ung thư dạ dày,https://kenh14.vn/mot-gia-dinh-4-nguoi-deu-duoc-chan-doan-mac-ung-thu-da-day-20230407170244178.chn,"Ít ai biết rằng, ung thư dạ dày cũng có yếu tố di truyền nên khi biết người trong nhà bạn có tiền sử mắc bệnh thì bạn cũng nên chủ động đi tầm soát càng sớm càng tốt.",2023-04-08 14:00:00,kenh14,top,Vietnam,Vietnamese
3368,Nên sang công ty mới lương tăng 10% nhưng áp lực cao?,https://vnexpress.net/nen-sang-cong-ty-moi-luong-tang-10-nhung-ap-luc-cao-4591104.html,"Ở công ty mới, mỗi ngày tôi phải tốn 2 giờ trên xe đưa rước nhưng bù lại được trau dồi ngoại ngữ, nâng cấp bản thân.",2023-04-08 14:00:00,vnexpress,top,Vietnam,Vietnamese
3369,Forbes vinh danh Ninh Bình là một trong 23 địa điểm du lịch tuyệt vời nhất 2023,https://kenh14.vn/forbes-vinh-danh-ninh-binh-la-mot-trong-23-dia-diem-du-lich-tuyet-voi-nhat-2023-20230408191819276.chn,"Đại diện Sở Du lịch tỉnh Ninh Bình cho biết, vừa qua, Ninh Bình được Tạp chí Forbes của Mỹ bình chọn là một trong 23 địa điểm du lịch tuyệt vời nhất năm 2023.",2023-04-08 13:58:00,kenh14,top,Vietnam,Vietnamese
3370,Dự báo thời tiết từ ngày 9 đến 15-4,https://tuoitre.vn/du-bao-thoi-tiet-tu-ngay-9-den-15-4-20230408174352784.htm,"Thời tiết tuần này Nam Bộ nắng nóng chủ đạo, Bắc Bộ có mưa, trời khá oi.",2023-04-08 13:56:21,tuoitre,top,Vietnam,Vietnamese
3371,Lại thêm hai người gặp nạn ở lòng hồ Trị An,https://tuoitre.vn/lai-them-hai-nguoi-gap-nan-o-long-ho-tri-an-20230408202127976.htm,"Hai thanh niên rủ nhau ra lòng hồ Trị An, đoạn gần chân cầu Mã Đà (huyện Vĩnh Cửu, Đồng Nai) tắm đã không may bị đuối nước.",2023-04-08 13:55:50,tuoitre,top,Vietnam,Vietnamese
3372,Nỗi ám ảnh khó nói của việc bán nước dạo trên sân golf,https://kenh14.vn/noi-am-anh-kho-noi-cua-viec-ban-nuoc-dao-tren-san-golf-20230408153851648.chn,Thứ nghề có thể coi là việc nhẹ lương cao nhưng cũng phải chịu đựng những điều xấu xa khó nói.,2023-04-08 13:42:44,kenh14,top,Vietnam,Vietnamese
3373,Nga tuyên bố bắn hạ tên lửa Ukraine bay vào bán đảo Crimea,https://tuoitre.vn/nga-tuyen-bo-ban-ha-ten-lua-ukraine-bay-vao-ban-dao-crimea-20230408200445033.htm,Người đứng đầu chính quyền do Nga bổ nhiệm ở Crimea cho biết một tên lửa phóng từ lãnh thổ do Ukraine kiểm soát đã bị bắn hạ phía trên thành phố Feodosia thuộc bán đảo này.,2023-04-08 13:35:56,tuoitre,top,Vietnam,Vietnamese
3374,"Rafaelson sút hỏng phạt đền, CLB Bình Định bại trận",https://tuoitre.vn/rafaelson-sut-hong-phat-den-clb-binh-dinh-bai-tran-20230408201616538.htm,"Lần thứ hai ở V-League 2023, CLB Bình Định thất bại. Và đó là trận thua 0-1 trước Thanh Hóa vào tối 8-4 trên sân nhà Quy Nhơn.",2023-04-08 13:33:10,tuoitre,top,Vietnam,Vietnamese
3375,Ngoại binh khiến Bình Định thua Thanh Hoá ở V-League,https://vnexpress.net/ngoai-binh-khien-binh-dinh-thua-thanh-hoa-o-v-league-4591157.html,"Tiền đạo Rafaelson đá hỏng phạt đền và phung phí nhiều cơ hội khác, khiến Bình Định thua Thanh Hoá 0-1 trên sân nhà ở vòng 5 tối nay 8/4.",2023-04-08 13:32:57,vnexpress,top,Vietnam,Vietnamese
3376,"Một thợ in về hưu tìm ra hình ""einstein"", giải thành công bài toán nổi tiếng",https://kenh14.vn/mot-tho-in-ve-huu-tim-ra-hinh-einstein-giai-thanh-cong-bai-toan-noi-tieng-20230408203312139.chn,"Ban đầu, nỗ lực giải bài toán einstein chỉ đơn giản là tìm cách trả lời câu hỏi: liệu có một tập hợp hình nào có thể được ghép lại để phủ lên một mặt phẳng mà không tạo ra chu kì? Nhưng các nhà khoa học tối giản đáp án theo thời gian.",2023-04-08 13:32:53,kenh14,top,Vietnam,Vietnamese
3377,"Du Thiên thừa nhận là chủ nhân ""chiếc xe nhún nhảy"" gây xôn xao, còn phát biểu một câu đầy tranh cãi",https://kenh14.vn/du-thien-thua-nhan-la-chu-nhan-chiec-xe-nhun-nhay-gay-xon-xao-con-phat-bieu-mot-cau-day-tranh-cai-20230408202521154.chn,"""Tôi cũng rất lấy làm tiếc và xin lỗi cộng đồng mạng vì để xảy ra sự cố không đáng có này"", Du Thiên chia sẻ.",2023-04-08 13:28:29,kenh14,top,Vietnam,Vietnamese
3378,Giá bất động sản ở thành phố Sydney tăng trở lại?,https://tuoitre.vn/gia-bat-dong-san-o-thanh-pho-sydney-tang-tro-lai-2023040820254808.htm,"Các nhà kinh tế nhận định giá bất động sản ở thành phố Sydney, Úc đã tăng trở lại sau 10 tháng giảm.",2023-04-08 13:26:45,tuoitre,top,Vietnam,Vietnamese
3379,"Mẫu váy khiến 2 “chánh cung” Tiểu Vy - Thanh Thủy “đụng hàng”: Thiết kế táo bạo, giá siêu bèo chưa đến 500k",https://kenh14.vn/mau-vay-khien-2-chanh-cung-tieu-vy-thanh-thuy-dung-hang-thiet-ke-tao-bao-gia-sieu-beo-chua-den-500k-20230408164125318.chn,Mẫu váy này có thiết kế siêu điệu bảo sao 2 mỹ nhân Gen Z cùng “nhắm trúng”.,2023-04-08 13:24:55,kenh14,top,Vietnam,Vietnamese
3380,Tiếp xúc khói bếp có nguy cơ gây hại đường hô hấp,https://vnexpress.net/tiep-xuc-khoi-bep-co-nguy-co-gay-hai-duong-ho-hap-4590803.html,"Khói bếp gồm lượng lớn các khí độc hại, có thể xâm nhập vào phổi gây viêm phổi và viêm đường hô hấp.",2023-04-08 13:15:00,vnexpress,top,Vietnam,Vietnamese
3381,Ung thư vú chỉ xảy ra ở một bên vú?,https://vnexpress.net/ung-thu-vu-chi-xay-ra-o-mot-ben-vu-4590999.html,"Khối u ở vú chỉ xảy ra ở một bên hay cả hai bên, di căn đến những bộ phận nào sẽ được giải đáp qua những câu hỏi - đáp dưới đây.",2023-04-08 13:15:00,vnexpress,top,Vietnam,Vietnamese
3382,Cực Đông của Việt Nam nằm ở tỉnh nào?,https://vnexpress.net/cuc-dong-cua-viet-nam-nam-o-tinh-nao-4591144.html,"Điện Biên, Cà Mau, Hà Giang là những địa phương có điểm cực Tây, Nam, Bắc của nước ta. Vậy điểm cực Đông nằm ở tỉnh nào?",2023-04-08 13:14:29,vnexpress,top,Vietnam,Vietnamese
3383,Điều tra nguyên nhân vụ cháy rừng thông trên đèo Prenn,https://kenh14.vn/dieu-tra-nguyen-nhan-vu-chay-rung-thong-tren-deo-prenn-20230408201445396.chn,"Vụ cháy rừng thông trên đèo Prenn (phường 3, TP Đà Lạt, tỉnh Lâm Đồng) tuy xảy ra trên diện tích lớn nhưng ít gây thiệt hại về cây rừng.",2023-04-08 13:14:00,kenh14,top,Vietnam,Vietnamese
3384,"Lưu Diệc Phi - Quan Hiểu Đồng bất ngờ bị đem ra so sánh: Người được khen vóc dáng vừa đẹp, người lại được yêu cầu giảm cân",https://kenh14.vn/luu-diec-phi-quan-hieu-dong-bat-ngo-bi-dem-ra-so-sanh-nguoi-duoc-khen-voc-dang-vua-dep-nguoi-lai-duoc-yeu-cau-giam-can-20230408152308786.chn,Nhiều netizen bất ngờ khi mỹ nhân được yêu cầu giảm cân không phải Lưu Diệc Phi.,2023-04-08 13:12:21,kenh14,top,Vietnam,Vietnamese
3385,Phương Nhi lấy lại phong độ trước cam thường nhưng lại lép vế nhẹ trước mỹ nhân này về độ “tiên tử”,https://kenh14.vn/phuong-nhi-lay-lai-phong-do-truoc-cam-thuong-nhung-lai-lep-ve-nhe-truoc-my-nhan-nay-ve-do-tien-tu-20230408201126867.chn,"Khác với hôm qua, đa phần các mỹ nhân Việt hôm nay đều hoàn thành xuất sắc thử thách cam thường.",2023-04-08 13:11:08,kenh14,top,Vietnam,Vietnamese
3386,Tấm lòng của gia đình có ba con gặp nạn trong vụ nổ gara ô tô,https://tuoitre.vn/tam-long-cua-gia-dinh-co-ba-con-gap-nan-trong-vu-no-gara-o-to-20230408175021773.htm,"'Ba con tôi bị thương nặng trong vụ nổ ở gara ô tô, còn điều trị lâu dài. Gia đình mình khó khăn nhưng gia đình họ còn khó khăn hơn'.",2023-04-08 13:08:09,tuoitre,top,Vietnam,Vietnamese
3387,"Công an TP HCM bắt khẩn cấp người phụ nữ trộm két sắt trị giá 3,5 tỉ đồng",https://kenh14.vn/cong-an-tp-hcm-bat-khan-cap-nguoi-phu-nu-trom-ket-sat-tri-gia-35-ti-dong-20230408200815823.chn,"Khi ông chủ đi công tác xa, 1 phụ nữ đã trộm két sắt có nhiều tài sản trị giá 3,5 tỉ đồng nhưng bị Công an TP HCM bắt ngay sau đó.",2023-04-08 13:08:00,kenh14,top,Vietnam,Vietnamese
3388,KIệt sức với áp lực phải giỏi,https://vnexpress.net/kiet-suc-voi-ap-luc-phai-gioi-4591053.html,"Bị quản lý mắng mỏ, công việc không suôn sẻ, luôn chậm chạp hơn và không thể hòa đồng với bạn bè, tôi bỗng cảm thấy chán ngành học mà mình đã nỗ lực suốt 4 năm.",2023-04-08 13:00:56,vnexpress,top,Vietnam,Vietnamese
3389,Café Racer đúng nghĩa đen: Xe máy có thể pha cà phê,https://tuoitre.vn/cafe-racer-dung-nghia-den-xe-may-co-the-pha-ca-phe-2023040716022942.htm,"Để nâng cao trải nghiệm lái xe máy và thưởng thức cà phê trên đường đến những điểm mới, một chiếc Café Racer ra đời theo đúng nghĩa cái tên vốn có và mang đến cho những tay lái thêm lý do để lên đường.",2023-04-08 13:00:00,tuoitre,top,Vietnam,Vietnamese
3390,Đây là tỉnh thành nào được nhắc tới?,https://vnexpress.net/day-la-tinh-thanh-nao-duoc-nhac-toi-4588946.html,Người có IQ cao mới có thể luận ra đáp án đúng.,2023-04-08 13:00:00,vnexpress,top,Vietnam,Vietnamese
3391,"Kiếm triệu USD từ vải làm từ bã cà phê, vỏ hàu, lá dứa...",https://tuoitre.vn/kiem-trieu-usd-tu-vai-lam-tu-ba-ca-phe-vo-hau-la-dua-20230408162846748.htm,"Bã cà phê, cây sen, vỏ hàu, bột đá, lá dứa… tưởng chừng là phế thải đều có thể biến thành vải tái chế cao cấp. Thậm chí biến chúng trở thành những bộ trang phục độc đáo bạc triệu.",2023-04-08 12:40:48,tuoitre,top,Vietnam,Vietnamese
3392,Căng mình dọn phao xốp nổi đầy vịnh Hạ Long,https://tuoitre.vn/cang-minh-don-phao-xop-noi-day-vinh-ha-long-20230408183122603.htm,"Lực lượng chức năng đang phải căng mình thu gom lượng lớn phao xốp trôi nổi đầy mặt vịnh Hạ Long, Quảng Ninh gây ấn tượng xấu cho khách tham quan.",2023-04-08 12:40:17,tuoitre,top,Vietnam,Vietnamese
3393,"Bắt nữ lao công trộm 3,5 tỉ của giám đốc người nước ngoài",https://tuoitre.vn/bat-nu-lao-cong-trom-3-5-ti-cua-giam-doc-nguoi-nuoc-ngoai-20230408190243306.htm,Nữ lao công lên kế hoạch trộm két sắt mini của giám đốc công ty đã bị công an bắt sau vài ngày gây án.,2023-04-08 12:31:50,tuoitre,top,Vietnam,Vietnamese
